# minplus histogram
# N=25  p=0.4833333333  q=0.0000000000  M=100000  leaves=5  seed=0x0000000000706010  wall=24222.267s
value,count
1,7192
2,4294
3,3162
4,2263
5,2009
6,1719
7,1468
8,1258
9,1205
10,1083
11,991
12,950
13,863
14,730
15,755
16,683
17,643
18,660
19,616
20,547
21,544
22,466
23,474
24,471
25,456
26,421
27,403
28,398
29,374
30,412
31,380
32,326
33,348
34,332
35,293
36,311
37,307
38,293
39,303
40,330
41,254
42,283
43,285
44,248
45,249
46,249
47,272
48,226
49,219
50,234
51,258
52,237
53,242
54,214
55,204
56,192
57,207
58,225
59,220
60,199
61,178
62,186
63,185
64,158
65,166
66,181
67,180
68,163
69,142
70,158
71,164
72,173
73,148
74,152
75,153
76,164
77,149
78,166
79,149
80,153
81,155
82,144
83,144
84,122
85,130
86,158
87,128
88,134
89,149
90,108
91,125
92,118
93,128
94,112
95,140
96,142
97,114
98,127
99,128
100,116
101,130
102,121
103,117
104,100
105,133
106,131
107,104
108,111
109,122
110,93
111,96
112,112
113,103
114,106
115,101
116,82
117,117
118,109
119,108
120,98
121,86
122,104
123,107
124,75
125,90
126,79
127,93
128,96
129,70
130,99
131,96
132,84
133,84
134,65
135,92
136,90
137,67
138,82
139,71
140,78
141,96
142,87
143,70
144,82
145,90
146,80
147,76
148,70
149,74
150,82
151,92
152,84
153,73
154,95
155,76
156,58
157,83
158,81
159,77
160,69
161,93
162,80
163,72
164,74
165,84
166,61
167,79
168,83
169,68
170,67
171,69
172,73
173,63
174,66
175,64
176,55
177,63
178,66
179,59
180,59
181,53
182,57
183,67
184,59
185,63
186,61
187,55
188,54
189,54
190,64
191,67
192,65
193,52
194,65
195,59
196,73
197,58
198,48
199,63
200,66
201,56
202,53
203,59
204,66
205,59
206,51
207,59
208,54
209,51
210,52
211,40
212,50
213,53
214,53
215,36
216,56
217,58
218,45
219,46
220,53
221,49
222,40
223,69
224,44
225,46
226,57
227,41
228,44
229,63
230,52
231,52
232,56
233,45
234,50
235,44
236,46
237,49
238,50
239,49
240,47
241,44
242,58
243,52
244,45
245,45
246,54
247,42
248,55
249,52
250,48
251,49
252,50
253,56
254,45
255,31
256,41
257,43
258,52
259,42
260,48
261,40
262,39
263,44
264,38
265,50
266,41
267,44
268,44
269,43
270,32
271,41
272,48
273,49
274,44
275,44
276,32
277,42
278,44
279,40
280,53
281,38
282,41
283,43
284,37
285,42
286,33
287,35
288,35
289,41
290,33
291,51
292,36
293,44
294,36
295,43
296,43
297,41
298,39
299,35
300,35
301,36
302,42
303,38
304,33
305,34
306,31
307,32
308,40
309,25
310,36
311,40
312,34
313,42
314,41
315,32
316,33
317,37
318,35
319,36
320,37
321,39
322,45
323,28
324,35
325,21
326,36
327,28
328,38
329,33
330,43
331,35
332,32
333,40
334,43
335,31
336,32
337,34
338,32
339,27
340,32
341,39
342,36
343,33
344,32
345,48
346,30
347,29
348,26
349,40
350,30
351,39
352,20
353,33
354,38
355,34
356,36
357,35
358,37
359,30
360,21
361,24
362,34
363,19
364,26
365,26
366,42
367,32
368,19
369,25
370,25
371,28
372,29
373,37
374,22
375,27
376,25
377,27
378,25
379,35
380,34
381,22
382,26
383,22
384,23
385,26
386,30
387,29
388,17
389,22
390,29
391,21
392,30
393,23
394,25
395,26
396,25
397,22
398,27
399,30
400,29
401,28
402,24
403,25
404,40
405,28
406,29
407,21
408,21
409,28
410,34
411,29
412,28
413,35
414,25
415,29
416,24
417,28
418,28
419,23
420,28
421,29
422,28
423,24
424,24
425,29
426,29
427,25
428,32
429,29
430,24
431,25
432,29
433,23
434,17
435,28
436,31
437,19
438,29
439,33
440,21
441,28
442,23
443,17
444,31
445,18
446,24
447,19
448,26
449,22
450,25
451,27
452,36
453,24
454,27
455,25
456,38
457,14
458,22
459,30
460,20
461,24
462,25
463,29
464,17
465,28
466,32
467,24
468,30
469,17
470,20
471,23
472,25
473,24
474,29
475,22
476,12
477,28
478,27
479,26
480,26
481,22
482,17
483,24
484,24
485,21
486,35
487,20
488,26
489,15
490,17
491,23
492,19
493,28
494,18
495,22
496,18
497,25
498,26
499,21
500,20
501,27
502,19
503,20
504,16
505,21
506,22
507,22
508,27
509,14
510,24
511,20
512,23
513,27
514,23
515,16
516,21
517,28
518,22
519,17
520,22
521,15
522,24
523,19
524,21
525,24
526,22
527,15
528,20
529,25
530,13
531,24
532,25
533,17
534,21
535,16
536,19
537,22
538,23
539,14
540,18
541,23
542,19
543,23
544,18
545,16
546,25
547,24
548,11
549,26
550,26
551,12
552,19
553,22
554,20
555,16
556,22
557,17
558,16
559,19
560,15
561,25
562,23
563,25
564,18
565,24
566,22
567,26
568,18
569,21
570,17
571,18
572,13
573,26
574,31
575,8
576,20
577,16
578,13
579,15
580,24
581,14
582,13
583,15
584,23
585,17
586,14
587,22
588,18
589,18
590,12
591,21
592,17
593,13
594,25
595,16
596,23
597,23
598,18
599,24
600,20
601,27
602,10
603,21
604,24
605,21
606,12
607,11
608,15
609,27
610,16
611,18
612,10
613,17
614,13
615,23
616,17
617,21
618,22
619,14
620,16
621,14
622,17
623,16
624,14
625,13
626,19
627,16
628,15
629,16
630,15
631,21
632,14
633,15
634,15
635,24
636,13
637,15
638,17
639,16
640,11
641,15
642,19
643,11
644,15
645,12
646,13
647,13
648,20
649,12
650,15
651,15
652,12
653,25
654,11
655,15
656,16
657,12
658,13
659,19
660,20
661,20
662,11
663,10
664,24
665,20
666,9
667,17
668,10
669,15
670,14
671,19
672,15
673,19
674,16
675,15
676,23
677,13
678,9
679,19
680,16
681,18
682,16
683,17
684,17
685,18
686,17
687,16
688,14
689,10
690,18
691,14
692,12
693,15
694,14
695,14
696,12
697,15
698,15
699,18
700,16
701,26
702,19
703,15
704,14
705,16
706,28
707,26
708,13
709,15
710,14
711,13
712,10
713,8
714,16
715,8
716,26
717,12
718,14
719,8
720,18
721,6
722,18
723,12
724,17
725,19
726,15
727,16
728,12
729,9
730,10
731,10
732,14
733,20
734,22
735,12
736,16
737,13
738,13
739,17
740,11
741,20
742,12
743,17
744,16
745,11
746,17
747,13
748,11
749,17
750,11
751,12
752,16
753,13
754,14
755,8
756,14
757,14
758,18
759,18
760,17
761,13
762,16
763,10
764,14
765,18
766,12
767,13
768,12
769,12
770,14
771,13
772,15
773,14
774,17
775,12
776,17
777,14
778,12
779,16
780,11
781,14
782,14
783,13
784,12
785,14
786,8
787,22
788,16
789,15
790,13
791,12
792,12
793,8
794,12
795,8
796,11
797,15
798,16
799,11
800,11
801,11
802,10
803,9
804,18
805,11
806,8
807,15
808,13
809,8
