# minplus histogram
# N=5  p=0.5000000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000002000040  wall=0.050s
value,count
1,4475
2,2779
3,1987
4,1587
5,1362
6,1207
7,1015
8,903
9,822
10,791
11,710
12,686
13,649
14,580
15,539
16,523
17,514
18,549
19,454
20,444
21,462
22,415
23,362
24,359
25,394
26,360
27,364
28,303
29,334
30,317
31,298
32,295
33,289
34,298
35,271
36,265
37,279
38,271
39,217
40,211
41,248
42,256
43,218
44,258
45,224
46,234
47,235
48,207
49,197
50,202
51,180
52,183
53,187
54,186
55,178
56,179
57,217
58,160
59,185
60,187
61,180
62,145
63,165
64,178
65,156
66,154
67,177
68,170
69,138
70,153
71,142
72,139
73,142
74,140
75,140
76,163
77,113
78,137
79,143
80,147
81,141
82,156
83,139
84,138
85,119
86,126
87,153
88,141
89,127
90,135
91,129
92,96
93,147
94,108
95,117
96,127
97,104
98,102
99,114
100,99
101,117
102,120
103,108
104,101
105,107
106,106
107,104
108,107
109,124
110,101
111,106
112,92
113,99
114,108
115,105
116,98
117,83
118,99
119,107
120,89
121,89
122,89
123,99
124,86
125,91
126,96
127,86
128,89
129,96
130,89
131,79
132,77
133,89
134,75
135,89
136,88
137,98
138,84
139,89
140,87
141,88
142,82
143,85
144,101
145,97
146,68
147,76
148,82
149,72
150,88
151,64
152,88
153,88
154,72
155,77
156,75
157,74
158,75
159,65
160,70
161,70
162,61
163,80
164,86
165,78
166,70
167,82
168,67
169,72
170,55
171,58
172,79
173,65
174,54
175,66
176,68
177,68
178,68
179,63
180,69
181,57
182,58
183,75
184,71
185,70
186,54
187,61
188,66
189,67
190,81
191,64
192,58
193,54
194,48
195,70
196,64
197,73
198,66
199,63
200,55
201,69
202,46
203,53
204,58
205,84
206,57
207,64
208,72
209,65
210,59
211,60
212,62
213,72
214,64
215,53
216,78
217,56
218,59
219,52
220,63
221,60
222,55
223,56
224,52
225,57
226,58
227,55
228,39
229,46
230,48
231,59
232,68
233,68
234,50
235,68
236,49
237,65
238,60
239,47
240,60
241,66
242,62
243,52
244,60
245,45
246,51
247,61
248,44
249,46
250,53
251,59
252,44
253,48
254,48
255,47
256,46
257,42
258,48
259,42
260,53
261,52
262,47
263,53
264,50
265,33
266,51
267,56
268,43
269,48
270,39
271,47
272,44
273,49
274,55
275,42
276,41
277,53
278,45
279,48
280,44
281,34
282,42
283,39
284,34
285,47
286,48
287,35
288,41
289,34
290,45
291,41
292,42
293,69
294,50
295,43
296,37
297,39
298,42
299,49
300,54
301,41
302,46
303,30
304,52
305,37
306,50
307,41
308,43
309,47
310,38
311,36
312,39
313,35
314,40
315,51
316,50
317,36
318,31
319,41
320,50
321,46
322,32
323,45
324,41
325,37
326,39
327,50
328,40
329,40
330,37
331,33
332,45
333,35
334,42
335,26
336,30
337,51
338,36
339,38
340,25
341,28
342,40
343,47
344,29
345,29
346,49
347,43
348,37
349,36
350,37
351,38
352,29
353,44
354,48
355,44
356,36
357,39
358,37
359,37
360,40
361,37
362,45
363,43
364,44
365,37
366,43
367,32
368,39
369,37
370,36
371,36
372,37
373,32
374,32
375,23
376,36
377,41
378,33
379,35
380,27
381,31
382,36
383,36
384,39
385,23
386,38
387,32
388,53
389,37
390,36
391,39
392,38
393,50
394,39
395,33
396,47
397,31
398,40
399,28
400,28
401,32
402,36
403,34
404,40
405,28
406,33
407,29
408,34
409,38
410,31
411,35
412,33
413,28
414,29
415,31
416,24
417,30
418,31
419,27
420,30
421,33
422,24
423,26
424,33
425,23
426,22
427,31
428,26
429,23
430,36
431,27
432,35
433,24
434,31
435,26
436,25
437,26
438,31
439,27
440,35
441,32
442,28
443,22
444,34
445,27
446,23
447,29
448,22
449,32
450,33
451,28
452,24
453,32
454,35
455,34
456,32
457,33
458,28
459,31
460,26
461,29
462,45
463,22
464,31
465,30
466,24
467,36
468,30
469,27
470,28
471,18
472,26
473,30
474,21
475,36
476,18
477,22
478,33
479,24
480,22
481,31
482,25
483,29
484,23
485,31
486,31
487,35
488,28
489,25
490,25
491,27
492,27
493,28
494,24
495,25
496,33
497,33
498,39
499,32
500,24
501,20
502,26
503,30
504,27
505,29
506,28
507,36
508,29
509,26
510,22
511,28
512,31
513,32
514,29
515,29
516,30
517,26
518,26
519,31
520,34
521,27
522,30
523,23
524,34
525,23
526,28
527,20
528,26
529,18
530,37
531,25
532,23
533,26
534,25
535,29
536,26
537,28
538,23
539,21
540,17
541,33
542,31
543,27
544,25
545,30
546,27
547,30
548,29
549,21
550,30
551,17
552,22
553,28
554,21
555,18
556,21
557,24
558,21
559,16
560,27
561,30
562,29
563,20
564,28
565,16
566,30
567,26
568,30
569,33
570,18
571,29
572,27
573,20
574,34
575,25
576,22
577,27
578,29
579,28
580,26
581,22
582,22
583,26
584,20
585,24
586,28
587,25
588,20
589,21
590,25
591,21
592,14
593,24
594,22
595,25
596,22
597,22
598,24
599,24
600,22
601,17
602,19
603,22
604,32
605,16
606,14
607,11
608,27
609,22
610,17
611,15
612,19
613,19
614,24
615,19
616,31
617,30
618,18
619,24
620,26
621,21
622,18
623,17
624,32
625,21
626,19
627,27
628,25
629,24
630,22
631,25
632,16
633,27
634,18
635,20
636,18
637,17
638,32
639,16
640,16
641,19
642,22
643,22
644,13
645,22
646,30
647,22
648,20
649,23
650,23
651,27
652,25
653,18
654,24
655,22
656,13
657,15
658,26
659,20
660,22
661,25
662,17
663,25
664,19
665,24
666,25
667,23
668,20
669,28
670,21
671,20
672,19
673,28
674,18
675,16
676,23
677,25
678,18
679,18
680,18
681,22
682,18
683,22
684,30
685,17
686,26
687,27
688,21
689,26
690,26
691,22
692,19
693,25
694,21
695,20
696,14
697,16
698,18
699,19
700,15
701,10
702,16
703,21
704,19
705,33
706,16
707,17
708,12
709,12
710,19
711,18
712,11
713,27
714,17
715,27
716,20
717,20
718,13
719,17
720,22
721,24
722,26
723,22
724,19
725,15
726,22
727,18
728,24
729,19
730,24
731,18
732,16
733,24
734,19
735,15
736,22
737,16
738,20
739,17
740,17
741,15
742,21
743,17
744,20
745,19
746,12
747,11
748,21
749,13
750,22
751,19
752,10
753,25
754,21
755,27
756,27
757,17
758,18
759,14
760,14
761,20
762,17
763,15
764,23
765,21
766,27
767,16
768,11
769,12
770,18
771,10
772,9
773,18
774,20
775,13
776,12
777,19
778,18
779,15
780,21
781,22
782,15
783,24
784,18
785,20
786,19
787,14
788,24
789,12
790,19
791,12
792,14
793,30
794,15
795,21
796,20
797,19
798,25
799,22
800,13
801,22
802,12
803,14
804,27
805,13
806,13
807,15
808,24
809,15
810,21
811,15
812,17
813,17
814,18
815,10
816,18
817,22
818,12
819,21
820,20
821,22
822,20
823,25
824,24
825,15
826,19
827,21
828,10
829,13
830,13
831,18
832,12
833,23
834,14
835,14
836,14
837,18
838,18
839,14
840,11
841,15
842,12
843,21
844,13
845,22
846,18
847,20
848,16
849,16
850,14
851,13
852,22
853,18
854,15
855,23
856,22
857,18
858,14
859,19
860,13
861,20
862,19
863,9
864,11
865,14
866,8
867,16
868,11
869,18
870,18
871,12
872,14
873,15
874,20
875,10
876,16
877,10
878,21
879,16
880,13
881,17
882,20
883,24
884,14
885,18
886,12
887,21
888,19
889,19
890,16
891,18
892,12
893,17
894,14
895,18
896,21
897,12
898,11
899,11
900,19
901,13
902,19
903,15
904,23
905,16
906,20
907,19
908,10
909,15
910,17
911,19
912,21
913,11
914,21
915,21
916,12
917,20
918,18
919,13
920,19
921,17
922,15
923,13
924,16
925,19
926,8
927,17
928,8
929,10
930,17
931,13
932,19
933,15
934,13
935,9
936,18
937,12
938,11
939,13
940,9
941,16
942,11
943,16
944,16
945,19
946,17
947,16
948,16
949,26
950,21
951,9
952,11
953,18
954,21
955,17
956,12
957,13
958,22
959,16
960,18
961,9
962,19
963,19
964,12
965,17
966,16
967,8
968,13
969,11
970,13
971,15
972,12
973,20
974,12
975,16
976,16
977,24
978,13
979,10
980,15
981,12
982,13
983,13
984,15
985,13
986,13
987,18
988,11
989,23
990,15
991,14
992,17
993,13
994,13
995,15
996,14
997,10
998,13
999,24
1000,10
1001,13
1002,16
1003,10
1004,11
1005,15
1006,14
1007,15
1008,17
1009,25
1010,14
1011,18
1012,10
1013,17
1014,15
1015,21
1016,11
1017,14
1018,15
1019,21
1020,20
1021,13
1022,19
1023,10
1024,14
1025,17
1026,16
1027,17
1028,15
1029,14
1030,14
1031,24
1032,14
1033,18
1034,14
1035,15
1036,22
1037,14
1038,16
1039,20
1040,12
1041,10
1042,16
1043,18
1044,11
1045,9
1046,17
1047,9
1048,21
1049,10
1050,12
1051,16
1052,13
1053,17
1054,13
1055,14
1056,17
1057,10
1058,11
1059,17
1060,11
1061,13
1062,14
1063,12
1064,11
1065,8
1066,14
1067,16
1068,9
1069,13
1070,12
1071,10
1072,17
1073,13
1074,18
1075,10
1076,16
1077,13
1078,9
1079,7
1080,16
1081,13
1082,7
1083,11
1084,15
1085,9
1086,13
1087,13
1088,18
1089,18
1090,8
1091,16
1092,11
1093,13
1094,14
1095,20
1096,15
1097,10
1098,11
1099,9
1100,11
1101,11
1102,7
1103,10
1104,12
1105,12
1106,7
1107,14
1108,7
1109,10
1110,6
1111,15
1112,13
1113,9
1114,15
1115,15
1116,15
1117,14
1118,7
1119,13
1120,11
1121,10
1122,12
1123,14
1124,13
1125,18
1126,12
1127,14
1128,16
1129,18
1130,16
1131,14
1132,17
1133,12
1134,12
1135,7
1136,11
1137,11
1138,16
1139,15
1140,13
1141,18
1142,14
1143,7
1144,11
1145,14
1146,12
1147,15
1148,9
1149,15
1150,14
1151,18
1152,10
1153,11
1154,12
1155,8
1156,16
1157,10
1158,14
1159,13
1160,14
1161,24
1162,9
1163,5
1164,14
1165,9
1166,15
1167,18
1168,14
1169,12
1170,13
1171,17
1172,14
1173,13
1174,9
1175,10
1176,11
1177,8
1178,12
1179,12
1180,13
1181,13
1182,11
1183,4
1184,7
1185,16
1186,12
1187,8
1188,12
1189,13
1190,9
1191,18
1192,12
1193,14
1194,11
1195,17
1196,13
1197,13
1198,10
1199,9
1200,12
1201,22
1202,10
1203,6
1204,9
1205,18
1206,12
1207,15
1208,13
1209,10
1210,9
1211,12
1212,12
1213,12
1214,12
1215,12
1216,13
1217,12
1218,14
1219,10
1220,8
1221,14
1222,9
1223,14
1224,14
1225,17
1226,10
1227,12
1228,11
1229,10
1230,20
1231,13
1232,13
1233,9
1234,13
1235,17
1236,18
1237,8
1238,12
1239,11
1240,15
1241,6
1242,16
1243,13
1244,10
1245,13
1246,10
1247,9
1248,10
1249,13
1250,4
1251,9
1252,9
1253,7
1254,16
1255,14
1256,9
1257,14
1258,10
1259,8
1260,12
1261,5
1262,13
1263,11
1264,12
1265,8
