# minplus histogram
# N=12  p=0.7000000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000603200700  wall=3.225s
value,count
43,1
271,1
849,1
867,1
1156,1
1198,1
1262,1
1351,1
1402,1
1624,1
1661,1
1755,1
2412,1
2770,1
2772,1
2843,1
2866,1
2888,1
3171,1
3418,1
3731,1
3789,1
3867,1
3966,1
3978,1
4038,1
4317,1
4343,1
4512,1
4546,1
4826,1
5261,1
5468,1
5478,1
5529,1
5685,1
5850,1
6028,1
6135,1
6372,1
6373,1
6402,1
6840,1
6975,1
6977,1
6983,1
7017,1
7029,1
7312,1
7371,1
7507,2
7532,1
7594,1
7654,1
7879,1
7898,1
8004,1
8024,1
8036,1
8119,1
8129,1
8169,1
8254,1
8289,1
8490,1
8615,1
8626,1
8689,1
8766,1
8781,1
8792,1
8848,1
8942,1
9016,1
9051,1
9131,1
9167,1
9375,1
9378,1
9390,1
9542,1
9671,1
9714,1
9822,1
9851,1
9884,1
9967,1
9977,1
10104,1
10122,1
10193,1
10321,1
10553,1
10560,1
10706,1
11074,1
11328,1
11329,1
11333,1
11337,1
11668,1
11699,1
11761,1
11854,1
11927,1
11956,1
11979,1
12399,1
12423,1
12598,1
12632,1
12673,1
12831,1
12862,1
13291,1
13517,1
13555,1
13674,1
13821,1
13836,1
13924,1
13956,1
13994,1
14156,1
14194,1
14221,1
14224,1
14355,1
14743,1
14896,1
15258,1
15266,1
15416,1
15427,1
15494,1
15846,1
15947,1
16007,1
16062,1
16130,1
16163,1
16176,1
16195,1
16242,1
16295,1
16353,1
16430,1
16444,1
16523,1
16585,1
16718,1
16771,1
16828,1
16892,1
16895,1
16987,1
17018,1
17161,1
17176,1
17317,1
17478,1
17626,1
17764,1
17782,1
17996,1
18130,1
18280,1
18361,1
18362,1
18373,1
18427,1
18455,1
18471,1
18631,1
18645,1
18710,1
18711,1
18826,1
18835,1
18980,1
19143,1
19175,1
19556,1
19699,1
19956,1
19982,1
20012,1
20019,1
20076,1
20122,1
20256,1
20289,1
20400,1
20483,1
20609,1
20616,1
20691,1
20737,2
20829,1
21137,1
21172,1
21632,1
21682,1
21768,1
21797,1
21818,1
21873,1
21971,1
22012,1
22070,1
22153,1
22227,1
22387,1
22672,1
22815,1
22895,1
22904,1
23004,1
23091,1
23487,1
23673,1
23709,1
23735,1
23810,1
23835,1
24157,1
24179,1
24193,1
24233,1
24283,1
24284,1
24458,1
24551,1
24571,1
24765,1
24779,1
24944,1
25319,1
25448,1
25521,1
25588,1
25677,1
25732,1
25795,1
25900,1
25988,1
