# minplus histogram
# N=25  p=0.5000000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000040600025  wall=24940.641s
value,count
0,24971
1,3073
2,1855
3,1485
4,1111
5,937
6,770
7,712
8,655
9,588
10,548
11,484
12,503
13,440
14,430
15,404
16,388
17,360
18,355
19,287
20,318
21,300
22,277
23,283
24,253
25,256
26,252
27,251
28,240
29,216
30,209
31,187
32,211
33,193
34,209
35,196
36,177
37,171
38,199
39,163
40,195
41,167
42,139
43,155
44,147
45,170
46,169
47,153
48,144
49,134
50,138
51,129
52,140
53,136
54,133
55,125
56,141
57,141
58,120
59,96
60,129
61,102
62,130
63,115
64,101
65,113
66,112
67,100
68,94
69,105
70,99
71,103
72,120
73,113
74,111
75,107
76,93
77,105
78,96
79,84
80,81
81,85
82,96
83,75
84,84
85,106
86,81
87,91
88,79
89,83
90,84
91,65
92,76
93,91
94,80
95,79
96,76
97,81
98,71
99,71
100,77
101,79
102,78
103,79
104,82
105,75
106,65
107,65
108,63
109,75
110,69
111,76
112,80
113,56
114,71
115,62
116,57
117,70
118,64
119,59
120,75
121,80
122,74
123,57
124,55
125,64
126,49
127,66
128,76
129,56
130,56
131,55
132,49
133,59
134,67
135,52
136,63
137,61
138,64
139,68
140,55
141,71
142,69
143,51
144,66
145,45
146,54
147,54
148,61
149,52
150,60
151,60
152,46
153,59
154,47
155,38
156,56
157,54
158,58
159,49
160,53
161,47
162,49
163,47
164,48
165,47
166,56
167,55
168,43
169,31
170,39
171,58
172,40
173,50
174,44
175,48
176,41
177,57
178,46
179,47
180,51
181,49
182,49
183,49
184,38
185,47
186,47
187,49
188,42
189,52
190,56
191,47
192,47
193,39
194,44
195,40
196,38
197,49
198,51
199,33
200,40
201,34
202,39
203,36
204,28
205,44
206,43
207,47
208,32
209,38
210,34
211,44
212,43
213,45
214,50
215,46
216,42
217,41
218,44
219,46
220,42
221,42
222,41
223,44
224,31
225,39
226,41
227,40
228,41
229,33
230,45
231,34
232,37
233,35
234,34
235,40
236,34
237,40
238,43
239,30
240,35
241,23
242,44
243,43
244,43
245,38
246,32
247,31
248,40
249,31
250,43
251,26
252,36
253,24
254,34
255,36
256,34
257,28
258,39
259,27
260,38
261,32
262,35
263,28
264,35
265,31
266,40
267,35
268,34
269,32
270,41
271,45
272,27
273,36
274,44
275,29
276,25
277,35
278,25
279,33
280,27
281,39
282,35
283,37
284,29
285,39
286,36
287,40
288,25
289,38
290,27
291,28
292,24
293,22
294,25
295,34
296,32
297,34
298,27
299,34
300,33
301,32
302,29
303,39
304,30
305,24
306,24
307,27
308,31
309,25
310,27
311,29
312,25
313,33
314,21
315,31
316,22
317,27
318,23
319,26
320,20
321,29
322,23
323,28
324,35
325,25
326,23
327,24
328,34
329,20
330,24
331,34
332,22
333,24
334,27
335,22
336,25
337,27
338,23
339,29
340,24
341,26
342,24
343,29
344,23
345,27
346,26
347,22
348,23
349,26
350,30
351,18
352,22
353,18
354,32
355,26
356,25
357,20
358,26
359,22
360,17
361,24
362,16
363,22
364,22
365,33
366,28
367,26
368,20
369,30
370,26
371,28
372,17
373,16
374,17
375,20
376,24
377,31
378,27
379,14
380,31
381,14
382,25
383,31
384,27
385,16
386,33
387,26
388,25
389,24
390,13
391,29
392,18
393,22
394,29
395,20
396,22
397,18
398,16
399,17
400,28
401,16
402,15
403,26
404,20
405,23
406,18
407,16
408,22
409,22
410,18
411,18
412,20
413,24
414,16
415,29
416,19
417,28
418,25
419,23
420,33
421,27
422,15
423,21
424,23
425,16
426,18
427,23
428,16
429,24
430,19
431,19
432,16
433,19
434,25
435,19
436,26
437,17
438,16
439,21
440,23
441,19
442,13
443,22
444,22
445,20
446,18
447,21
448,18
449,21
450,19
451,18
452,19
453,17
454,16
455,16
456,19
457,22
458,15
459,29
460,19
461,25
462,20
463,22
464,26
465,18
466,30
467,22
468,20
469,13
470,19
471,14
472,21
473,21
474,17
475,24
476,18
477,14
478,20
479,17
480,19
481,16
482,14
483,18
484,17
485,14
486,22
487,22
488,23
489,28
490,14
491,18
492,12
493,21
494,17
495,15
496,17
497,18
498,12
499,27
500,18
501,16
502,20
503,19
504,18
505,26
506,18
507,25
508,11
509,13
510,17
511,17
512,18
513,20
514,13
515,16
516,15
517,14
518,20
519,13
520,13
521,28
522,17
523,15
524,19
525,20
526,26
527,10
528,12
529,14
530,23
531,17
532,13
533,16
534,11
535,17
536,16
537,21
538,11
539,19
540,16
541,16
542,16
543,14
544,23
545,16
546,21
547,12
548,18
549,18
550,17
551,16
552,22
553,23
554,11
555,15
556,16
557,15
558,18
559,17
560,16
561,20
562,20
563,15
564,22
565,12
566,11
567,24
568,15
569,17
570,12
571,11
572,18
573,19
574,17
575,21
576,20
577,19
578,15
579,18
580,12
581,13
582,18
583,10
584,16
585,19
586,13
587,15
588,22
589,17
590,24
591,18
592,18
593,18
594,13
595,14
596,18
597,20
598,9
599,19
600,20
601,10
602,20
603,11
604,5
605,21
606,21
607,15
608,13
609,19
610,17
611,16
612,22
613,15
614,21
615,15
616,13
617,12
618,22
619,11
620,25
621,22
622,10
623,12
624,17
625,23
626,12
627,13
628,15
629,12
630,17
631,19
632,9
633,15
634,16
635,12
636,18
637,23
638,13
639,11
640,15
641,9
642,13
643,24
644,9
645,16
646,16
647,16
648,18
649,11
650,11
651,9
652,27
653,12
654,13
655,14
656,9
657,20
658,22
659,9
660,8
661,19
662,17
663,17
664,11
665,22
666,12
667,11
668,10
669,18
670,15
671,14
672,26
673,12
674,15
675,10
676,10
677,13
678,10
679,14
680,12
681,13
682,12
683,24
684,9
685,10
686,15
687,19
688,13
689,12
690,16
691,9
692,20
693,17
694,15
695,15
696,16
697,17
698,19
699,13
700,17
701,21
702,17
703,16
704,7
705,15
706,23
707,12
708,18
709,9
710,16
711,10
712,10
