# minplus histogram
# N=13  p=0.5000000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000040480030  wall=5.973s
value,count
0,29978
1,3622
2,2342
3,1642
4,1392
5,1170
6,1017
7,849
8,796
9,733
10,677
11,614
12,559
13,516
14,492
15,454
16,460
17,433
18,408
19,371
20,381
21,359
22,357
23,297
24,338
25,330
26,270
27,291
28,280
29,263
30,271
31,271
32,265
33,265
34,216
35,212
36,213
37,213
38,222
39,206
40,201
41,226
42,202
43,166
44,181
45,164
46,186
47,173
48,172
49,195
50,176
51,144
52,165
53,157
54,180
55,169
56,158
57,150
58,162
59,138
60,151
61,122
62,141
63,148
64,136
65,144
66,117
67,125
68,147
69,143
70,119
71,153
72,125
73,133
74,106
75,132
76,117
77,136
78,121
79,105
80,122
81,111
82,135
83,118
84,111
85,141
86,106
87,98
88,119
89,98
90,118
91,106
92,84
93,100
94,91
95,94
96,92
97,112
98,89
99,99
100,90
101,95
102,93
103,79
104,87
105,86
106,91
107,104
108,89
109,91
110,67
111,81
112,79
113,95
114,72
115,77
116,84
117,68
118,89
119,90
120,85
121,78
122,75
123,84
124,74
125,81
126,63
127,71
128,70
129,69
130,77
131,62
132,77
133,77
134,66
135,65
136,81
137,68
138,62
139,67
140,64
141,71
142,60
143,53
144,69
145,67
146,72
147,66
148,82
149,62
150,69
151,59
152,59
153,74
154,73
155,62
156,67
157,77
158,57
159,56
160,72
161,60
162,66
163,71
164,60
165,63
166,60
167,48
168,58
169,66
170,42
171,63
172,54
173,56
174,48
175,59
176,51
177,42
178,53
179,58
180,57
181,52
182,58
183,41
184,43
185,63
186,62
187,52
188,68
189,73
190,55
191,33
192,38
193,56
194,46
195,51
196,64
197,54
198,62
199,59
200,68
201,52
202,61
203,66
204,43
205,52
206,49
207,44
208,48
209,48
210,44
211,52
212,33
213,48
214,58
215,49
216,33
217,55
218,47
219,40
220,37
221,30
222,40
223,57
224,57
225,51
226,53
227,46
228,46
229,43
230,45
231,32
232,47
233,55
234,41
235,36
236,44
237,33
238,56
239,46
240,50
241,47
242,47
243,54
244,34
245,42
246,27
247,42
248,47
249,43
250,44
251,33
252,47
253,34
254,35
255,42
256,43
257,53
258,50
259,48
260,46
261,46
262,38
263,42
264,45
265,30
266,41
267,45
268,41
269,29
270,37
271,36
272,40
273,33
274,33
275,33
276,29
277,42
278,36
279,42
280,32
281,36
282,36
283,51
284,29
285,36
286,23
287,48
288,29
289,48
290,49
291,39
292,34
293,28
294,41
295,31
296,28
297,42
298,37
299,32
300,40
301,31
302,24
303,27
304,44
305,32
306,32
307,36
308,33
309,31
310,33
311,34
312,34
313,37
314,40
315,37
316,34
317,23
318,29
319,29
320,39
321,28
322,36
323,32
324,35
325,31
326,28
327,27
328,30
329,37
330,17
331,36
332,38
